Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,No,17-Oct-2025 01:00 PM,23-Oct-2025 12:00 PM,17-Oct-2025 01:00 PM,22-Oct-2025 05:00 PM,NA ,NA ,17-Oct-2025 01:00 PM,22-Oct-2025 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",Errection / Installation of Temporary Stall for Exhibition-cum-Control Room with Facia of Cuttack Municipal Corporation for ensuing Cuttack Baliyatra for the year 2025,Errection / Installation of Temporary Stall for Exhibition-cum-Control Room with Facia of Cuttack Municipal Corporation for ensuing Cuttack Baliyatra for the year 2025,Please refer Tender documents. ,NA ,"10,50,000",Civil Works - Others,NA ,Tender,90.0,7.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.11/2025-26,2025_ORULB_119584_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,500",Yes,fixed,,Nil,Nil,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_119584_2,MC(CMC)CTC_Div-I_No.11/2025-26,Errection / Installation of Temporary Stall for Exhibition-cum-Control Room with Facia of Cuttack Municipal Corporation for ensuing Cuttack Baliyatra for the year 2025,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Dec-2025 07:08 PM,finsummary_556712.pdf (400.04 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Subas Chandra Sahoo,23-Oct-2025 01:01 PM,finance_556712.pdf,BOQ Comparative Chart,1.0,3137043.0,ASHOK KUMAR SWAIN,INR,"892,605",16-Dec-2025,"INR 892,605",7.0,Subas Chandra Sahoo,16-Dec-2025 07:21 PM,2025_ORULB_119584_2.pdf (400.00 KB),Work Order,1,3137043,ASHOK KUMAR SWAIN,19-Oct-2025 10:49 PM,Accepted-AOC,Accepted,16-Dec-2025 07:21 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Dec-2025 07:07 PM,techsummary_556712.pdf (400.04 KB),AOC
,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3136883,DEBI INTERIORS,19-Oct-2025 09:39 PM,Rejected-AOC,Rejected,16-Dec-2025 07:21 PM,,,,,,,AOC
